
11/29/2010,07:42:00,EDB0714,PC-6103,Logon ; 11/29/2010,16:39:00,EDB0714,PC-6103,Logoff
11/30/2010,07:55:00,EDB0714,PC-6103,Logon ; 11/30/2010,16:39:00,EDB0714,PC-6103,Logoff
12/01/2010,07:52:00,EDB0714,PC-6103,Logon ; 12/01/2010,16:38:00,EDB0714,PC-6103,Logoff
12/02/2010,07:44:00,EDB0714,PC-6103,Logon ; 12/02/2010,16:57:00,EDB0714,PC-6103,Logoff
12/03/2010,07:34:00,EDB0714,PC-6103,Logon ; 12/03/2010,16:50:00,EDB0714,PC-6103,Logoff
12/06/2010,07:41:00,EDB0714,PC-6103,Logon ; 12/06/2010,16:50:00,EDB0714,PC-6103,Logoff
12/07/2010,07:46:00,EDB0714,PC-6103,Logon ; 12/07/2010,16:36:00,EDB0714,PC-6103,Logoff
12/08/2010,07:31:00,EDB0714,PC-6103,Logon ; 12/08/2010,16:56:00,EDB0714,PC-6103,Logoff
12/09/2010,07:48:00,EDB0714,PC-6103,Logon ; 12/09/2010,16:59:00,EDB0714,PC-6103,Logoff
12/10/2010,07:42:00,EDB0714,PC-6103,Logon ; 12/10/2010,16:57:00,EDB0714,PC-6103,Logoff
12/13/2010,07:48:00,EDB0714,PC-6103,Logon ; 12/13/2010,16:54:00,EDB0714,PC-6103,Logoff
12/14/2010,07:35:00,EDB0714,PC-6103,Logon ; 12/14/2010,16:49:00,EDB0714,PC-6103,Logoff
